Hour number,Solar,Wind,SolarTracking,Grid,RampDummy
2185,0,0.714166818,0,0,1
2186,0,0.743761364,0,0,1
2187,0,0.751083636,0,0,1
2188,0,0.572325455,0,0,1
2189,0,0.214305909,0,0,1
2190,0,0.175137727,0,0,1
2191,0.054316755,0.10341,0,0,1
2192,0.223321337,0.103269091,0,0,1
2193,0.164601922,0.026853182,0,0,1
2194,0.985767239,0.142682727,0,0,1
2195,0.45108746,0.197506818,0,0,1
2196,0.680062223,0.310169091,0,0,1
2197,0.667907119,0.388852727,0,0,1
2198,0.776935241,0.466615455,0,0,1
2199,0.743483122,0.548048636,0,0,1
2200,0.724409503,0.603047273,0,0,1
2201,0.675491336,0.644637727,0,0,1
2202,0.219095579,0.454267727,0,0,1
2203,0,0.474252727,0,0,1
2204,0,0.402022273,0,0,1
2205,0,0.276876364,0,0,1
2206,0,0.202085455,0,0,1
2207,0,0.142250455,0,0,1
2208,0,0.189138182,0,0,1
2209,0,0.172015,0,0,1
2210,0,0.188313636,0,0,1
2211,0,0.153772727,0,0,1
2212,0,0.134467273,0,0,1
2213,0,0.201018636,0,0,1
2214,0,0.162619545,0,0,1
2215,0.191859934,0.226827273,0,0,1
2216,0.156639279,0.310370909,0,0,1
2217,0.480844982,0.335164091,0,0,1
2218,0.582202791,0.35765,0,0,1
2219,0.965256658,0.289755909,0,0,1
2220,0.869097317,0.40832,0,0,1
2221,0.679086713,0.541469545,0,0,1
2222,0.753991254,0.627756818,0,0,1
2223,0.646624356,0.701581818,0,0,1
2224,0.745219413,0.760768182,0,0,1
2225,0.746956452,0.761555,0,0,1
2226,0.252136994,0.702265,0,0,1
2227,0,0.675245909,0,0,1
2228,0,0.675155,0,0,1
2229,0,0.677009545,0,0,1
2230,0,0.653047273,0,0,1
2231,0,0.642375909,0,0,1
2232,0,0.51658,0,0,1
2233,0,0.341072727,0,0,1
2234,0,0.218520455,0,0,1
2235,0,0.180538182,0,0,1
2236,0,0.174123182,0,0,1
2237,0,0.159033636,0,0,1
2238,0,0.128682273,0,0,1
2239,0.199158791,0.15266,0,0,1
2240,0.565769709,0.038806364,0,0,1
2241,0.562391264,0.076554091,0,0,1
2242,0.369973143,0.089687273,0,0,1
2243,0.472289136,0.174720909,0,0,1
2244,0.594948478,0.296439091,0,0,1
2245,0.550321957,0.320776818,0,0,1
2246,0.486902631,0.363248182,0,0,1
2247,0.42447544,0.384552273,0,0,1
2248,0.21139851,0.385837273,0,0,1
2249,0.158292285,0.406368636,0,0,1
2250,0.045011593,0.329245909,0,0,1
2251,0,0.221691818,0,0,1
2252,0,0.176115,0,0,1
2253,0,0.163413182,0,0,1
2254,0,0.130782727,0,0,1
2255,0,0.106305909,0,0,1
2256,0,0.107443636,0,0,1
2257,0,0.114299091,0,0,1
2258,0,0.117224545,0,0,1
2259,0,0.111314091,0,0,1
2260,0,0.058643636,0,0,1
2261,0,0.104750909,0,0,1
2262,0,0.081812727,0,0,1
2263,0.102168349,0.062683636,0,0,1
2264,0.102495423,0.010377727,0,0,1
2265,0.088689356,0.000386364,0,0,1
2266,0.134499743,0,0,0,1
2267,0.179533682,0,0,0,1
2268,0.240919818,0.000656818,0,0,1
2269,0.320984791,0.009581818,0,0,1
2270,0.259374435,0.019702727,0,0,1
2271,0.299928719,0.035399091,0,0,1
2272,0.337942672,0.029894545,0,0,1
2273,0.523936172,0.003809545,0,0,1
2274,0.239330842,0.011482727,0,0,1
2275,0,0.008190909,0,0,1
2276,0,0.037330455,0,0,1
2277,0,0.253094545,0,0,1
2278,0,0.287583182,0,0,1
2279,0,0.301035,0,0,1
2280,0,0.329945,0,0,1
2281,0,0.348341364,0,0,1
2282,0,0.406654545,0,0,1
2283,0,0.431960909,0,0,1
2284,0,0.349194091,0,0,1
2285,0,0.218011364,0,0,1
2286,0,0.117312727,0,0,1
2287,0.139421895,0.095783636,0,0,1
2288,0.25102215,0.06976,0,0,1
2289,0.309568649,0.016613636,0,0,1
2290,0.522724092,0.015385,0,0,1
2291,0.923237044,0.002681364,0,0,1
2292,0.967429249,3.86E-05,0,0,1
2293,0.985634236,0.000316818,0,0,1
2294,0.987251408,0.000075,0,0,1
2295,0.987251408,0.000146818,0,0,1
2296,0.986095497,0.002937727,0,0,1
2297,0.859580428,0.002433636,0,0,1
2298,0.284336707,0.000859091,0,0,1
2299,0,0,0,0,1
2300,0,0,0,0,1
2301,0,0.005803636,0,0,1
2302,0,0.072859545,0,0,1
2303,0,0.128986818,0,0,1
2304,0,0.171344545,0,0,1
2305,0,0.185358182,0,0,1
2306,0,0.162665909,0,0,1
2307,0,0.129142273,0,0,1
2308,0,0.109040909,0,0,1
2309,0,0.079385,0,0,1
2310,0,0.041224091,0,0,1
2311,0.340055148,0.022656364,0,0,1
2312,0.865691403,0.014006818,0,0,1
2313,0.968214138,0.000363182,0,0,1
2314,0.987251408,0.004412273,0,0,1
2315,0.987251408,0.020284091,0,0,1
2316,0.981748387,5.15E-02,0,0,1
2317,0.987251408,0.044475,0,0,1
2318,0.987251408,0.038577273,0,0,1
2319,0.987251408,0.023659091,0,0,1
2320,0.986261418,0.006815,0,0,1
2321,0.868393978,0.00017,0,0,1
2322,0.290251939,7.73E-05,0,0,1
2323,0,0,0,0,1
2324,0,0.043040909,0,0,1
2325,0,0.118253182,0,0,1
2326,0,0.426887727,0,0,1
2327,0,0.569403182,0,0,1
2328,0,0.375661364,0,0,1
2329,0,0.443956364,0,0,1
2330,0,0.382310455,0,0,1
2331,0,0.299252273,0,0,1
2332,0,0.269138182,0,0,1
2333,0,0.282919091,0,0,1
2334,0,0.25267,0,0,1
2335,0.346184893,0.24256,0,0,1
2336,0.862074386,0.194325,0,0,1
2337,0.976870917,0.125036818,0,0,1
2338,0.987251408,0.082101364,0,0,1
2339,0.987251408,0.081442727,0,0,1
2340,0.984862157,0.066145455,0,0,1
2341,0.987251408,0.074415909,0,0,1
2342,0.987251408,0.063619545,0,0,1
2343,0.987251408,0.041777727,0,0,1
2344,0.956557328,0.036412727,0,0,1
2345,0.81182642,0.030427273,0,0,1
2346,0.252774573,0.038195455,0,0,1
2347,0,0.084907273,0,0,1
2348,0,0.119933636,0,0,1
2349,0,0.180958636,0,0,1
2350,0,0.223568182,0,0,1
2351,0,0.252554091,0,0,1
2352,0,0.324165,0,0,1
2353,0,0.425641364,0,0,1
2354,0,0.486073182,0,0,1
2355,0,0.67385,0,0,1
2356,0,0.557585,0,0,1
2357,0,0.563622727,0,0,1
2358,0,0.725228182,0,0,1
2359,0.1452652,0.557757727,0,0,1
2360,0.129995754,0.528117727,0,0,1
2361,0.498370891,0.545203636,0,0,1
2362,0.098308145,0.448249545,0,0,1
2363,0.104291309,0.198698636,0,0,1
2364,0.171568183,0.330424545,0,0,1
2365,0.522635801,0.525507727,0,0,1
2366,0.662246617,0.460179091,0,0,1
2367,0.527619572,0.264627273,0,0,1
2368,0.785991913,0.256270909,0,0,1
2369,0.551302669,0.210625455,0,0,1
2370,0.233635162,0.192033182,0,0,1
2371,0,0.441967727,0,0,1
2372,0,0.413006364,0,0,1
2373,0,0.411073636,0,0,1
2374,0,0.34017,0,0,1
2375,0,0.354380455,0,0,1
2376,0,0.417357727,0,0,1
2377,0,0.362694545,0,0,1
2378,0,0.289278636,0,0,1
2379,0,0.274492727,0,0,1
2380,0,0.395184545,0,0,1
2381,0,0.391403636,0,0,1
2382,0,0.451065,0,0,1
2383,0.360770881,0.402180909,0,0,1
2384,0.456927412,0.220935909,0,0,1
2385,0.512961435,0.181752727,0,0,1
2386,0.831643026,0.259075909,0,0,1
2387,0.987251408,0.245815,0,0,1
2388,0.987251408,0.169349091,0,0,1
2389,0.984826208,0.116179545,0,0,1
2390,0.951580188,0.0596,0,0,1
2391,0.973552086,0.042989545,0,0,1
2392,0.931909343,0.028744545,0,0,1
2393,0.282530734,0.012895909,0,0,1
2394,0.193817663,0.000814091,0,0,1
2395,0,0.001206364,0,0,1
2396,0,0.002709545,0,0,1
2397,0,0.000324545,0,0,1
2398,0,0.001074091,0,0,1
2399,0,0.007302273,0,0,1
2400,0,0.020419545,0,0,1
2401,0,0.049482273,0,0,1
2402,0,0.091159545,0,0,1
2403,0,0.105769091,0,0,1
2404,0,0.137025455,0,0,1
2405,0,0.076051818,0,0,1
2406,0,0.067361364,0,0,1
2407,0.229375323,0.086725,0,0,1
2408,0.429708227,0.024154091,0,0,1
2409,0.427100486,0.006715909,0,0,1
2410,0.564733668,0,0,0,1
2411,0.777271534,0.000154545,0,0,1
2412,0.914134498,0.000224091,0,0,1
2413,0.979733272,0.014436818,0,0,1
2414,0.987251408,0.008535909,0,0,1
2415,0.987251408,0.021809545,0,0,1
2416,0.987251408,0.03666,0,0,1
2417,0.874833117,0.052140909,0,0,1
2418,0.320033602,0.159562273,0,0,1
2419,0,0.517643636,0,0,1
2420,0,0.498136818,0,0,1
2421,0,0.425245909,0,0,1
2422,0,0.407314091,0,0,1
2423,0,0.412969545,0,0,1
2424,0,0.335860909,0,0,1
2425,0,0.217456364,0,0,1
2426,0,0.142819545,0,0,1
2427,0,0.138732273,0,0,1
2428,0,0.121254545,0,0,1
2429,0,0.051629091,0,0,1
2430,0,0.011580455,0,0,1
2431,0.109681888,0.000386364,0,0,1
2432,0.148587036,0,0,0,1
2433,0.161672981,0,0,0,1
2434,0.308845841,0,0,0,1
2435,0.360698041,0.002820455,0,0,1
2436,0.35818076,0.008469091,0,0,1
2437,0.359208933,0.028172273,0,0,1
2438,0.495470372,0.009496818,0,0,1
2439,0.43590981,0.044353182,0,0,1
2440,0.308585145,0.04168,0,0,1
2441,0.352245885,0.087845455,0,0,1
2442,0.233048305,0.09802,0,0,1
2443,0,0.079928636,0,0,1
2444,0,0.222213182,0,0,1
2445,0,0.284974091,0,0,1
2446,0,0.277161818,0,0,1
2447,0,0.207933182,0,0,1
2448,0,0.214748636,0,0,1
2449,0,0.275436818,0,0,1
2450,0,0.236613636,0,0,1
2451,0,0.27158,0,0,1
2452,0,0.293433636,0,0,1
2453,0,0.338048182,0,0,1
2454,0,0.424385455,0,0,1
2455,0.187609012,0.421729091,0,0,1
2456,0.157123501,0.161452727,0,0,1
2457,0.210131646,0.045436364,0,0,1
2458,0.636108415,0.064739091,0,0,1
2459,0.978822136,0.067783636,0,0,1
2460,0.925133637,0.067449091,0,0,1
2461,0.986616156,0.068504091,0,0,1
2462,0.98587427,0.043771818,0,0,1
2463,0.957650106,0.032424545,0,0,1
2464,0.968059171,0.021492727,0,0,1
2465,0.685777709,0.005463182,0,0,1
2466,0.240356037,0.000285909,0,0,1
2467,0,7.73E-06,0,0,1
2468,0,0.00213,0,0,1
2469,0,0.092614091,0,0,1
2470,0,0.079675909,0,0,1
2471,0,0.084127273,0,0,1
2472,0,0.01353,0,0,1
2473,0,0.002055455,0,0,1
2474,0,0.167291364,0,0,1
2475,0,0.227763182,0,0,1
2476,0,0.230736364,0,0,1
2477,0,0.499577727,0,0,1
2478,0,0.434733636,0,0,1
2479,0.044914292,0.526475455,0,0,1
2480,0.091243359,0.577388182,0,0,1
2481,0.152467508,0.526314545,0,0,1
2482,0.187902414,0.512029091,0,0,1
2483,0.433879629,0.664312727,0,0,1
2484,0.462938684,0.498098636,0,0,1
2485,0.142631812,0.651258636,0,0,1
2486,0.44415027,0.499360909,0,0,1
2487,0.3521169,0.361352273,0,0,1
2488,0.58327114,0.531692273,0,0,1
2489,0.887250469,0.477331818,0,0,1
2490,0.343809214,0.504503182,0,0,1
2491,0,0.473038636,0,0,1
2492,0,0.499355455,0,0,1
2493,0,0.537537273,0,0,1
2494,0,0.550707273,0,0,1
2495,0,0.525159091,0,0,1
2496,0,0.389710455,0,0,1
2497,0,0.343795,0,0,1
2498,0,0.199596818,0,0,1
2499,0,0.139366818,0,0,1
2500,0,0.144889545,0,0,1
2501,0,0.146623636,0,0,1
2502,0,0.154825909,0,0,1
2503,0.280547323,0.137350909,0,0,1
2504,0.76243178,0.054009091,0,0,1
2505,0.593224155,0.084749091,0,0,1
2506,0.315305247,0.107390909,0,0,1
2507,0.212806943,0.118485909,0,0,1
2508,0.217860461,0.125887273,0,0,1
2509,0.166345076,0.098072273,0,0,1
2510,0.190380819,0.097815909,0,0,1
2511,0.469678432,0.110962273,0,0,1
2512,0.326628151,0.091596364,0,0,1
2513,0.201955136,0.097092727,0,0,1
2514,0.069688693,0.037795455,0,0,1
2515,0,0.034735455,0,0,1
2516,0,0.019310455,0,0,1
2517,0,0.024827727,0,0,1
2518,0,0.031687273,0,0,1
2519,0,0.021744545,0,0,1
2520,0,0.005262273,0,0,1
2521,0,0.002928636,0,0,1
2522,0,0.000834545,0,0,1
2523,0,0,0,0,1
2524,0,0.000293636,0,0,1
2525,0,0.005898636,0,0,1
2526,0,0.030550909,0,0,1
2527,0.11467268,0.074050455,0,0,1
2528,0.205547057,0.023811818,0,0,1
2529,0.393544178,0.028555455,0,0,1
2530,0.513795878,0,0,0,1
2531,0.562735943,0,0,0,1
2532,0.399573328,0,0,0,1
2533,0.962804604,0.044442727,0,0,1
2534,0.777722733,0.045289091,0,0,1
2535,0.987251408,0.024235909,0,0,1
2536,0.976223336,0.052537273,0,0,1
2537,0.871015859,0.116890909,0,0,1
2538,0.347182332,0.275428182,0,0,1
2539,0,0.615519545,0,0,1
2540,0,0.883739545,0,0,1
2541,0,0.895581364,0,0,1
2542,0,0.904222273,0,0,1
2543,0,0.906111364,0,0,1
2544,0,0.904717273,0,0,1
2545,0,0.887636818,0,0,1
2546,0,0.860209091,0,0,1
2547,0,0.804082273,0,0,1
2548,0,0.750263636,0,0,1
2549,0,0.715894091,0,0,1
2550,0,0.666206818,0,0,1
2551,0.472250224,0.545276364,0,0,1
2552,0.894816456,0.195555909,0,0,1
2553,0.987251408,0.034633182,0,0,1
2554,0.987251408,0.011954091,0,0,1
2555,0.987251408,0.018414091,0,0,1
2556,0.987251408,0.044355455,0,0,1
2557,0.987251408,0.035283182,0,0,1
2558,0.987251408,0.049457727,0,0,1
2559,0.987251408,0.061177727,0,0,1
2560,0.979312125,0.036654091,0,0,1
2561,0.689857208,0.014575455,0,0,1
2562,0.303233782,0.004116364,0,0,1
2563,0,0.005416818,0,0,1
2564,0,0.015361818,0,0,1
2565,0,0.058005909,0,0,1
2566,0,0.021806818,0,0,1
2567,0,0.106797273,0,0,1
2568,0,0.146150455,0,0,1
2569,0,0.151619091,0,0,1
2570,0,0.141302273,0,0,1
2571,0,0.054245455,0,0,1
2572,0,0.038511364,0,0,1
2573,0,0.026679545,0,0,1
2574,0,0.087910909,0,0,1
2575,0.1190121,0.101518182,0,0,1
2576,0.131955406,0.106395,0,0,1
2577,0.141656539,0.09715,0,0,1
2578,0.209716702,0.046386818,0,0,1
2579,0.207311273,0.010817727,0,0,1
2580,0.311404002,0.027660909,0,0,1
2581,0.679540767,0.029852273,0,0,1
2582,0.687475187,0.048103182,0,0,1
2583,0.916379532,0.065035,0,0,1
2584,0.983388232,0.094135909,0,0,1
2585,0.870942951,0.139157273,0,0,1
2586,0.37054948,0.158205455,0,0,1
2587,0,0.388533636,0,0,1
2588,0,0.734556818,0,0,1
2589,0,0.679698636,0,0,1
2590,0,0.672913636,0,0,1
2591,0,0.688171818,0,0,1
2592,0,0.617707727,0,0,1
2593,0,0.558586818,0,0,1
2594,0,0.551414545,0,0,1
2595,0,0.577660909,0,0,1
2596,0,0.642338636,0,0,1
2597,0,0.740774545,0,0,1
2598,0,0.716485455,0,0,1
2599,0.072390497,0.643254091,0,0,1
2600,0.122361395,0.466605455,0,0,1
2601,0.333078056,0.231299545,0,0,1
2602,0.315045047,0.032508636,0,0,1
2603,0.767855931,0.031619545,0,0,1
2604,0.986056045,0.032699091,0,0,1
2605,0.987251408,0.043630455,0,0,1
2606,0.987251408,0.132085,0,0,1
2607,0.810482752,0.231844545,0,0,1
2608,0.714524548,0.293087727,0,0,1
2609,0.443829102,0.338577273,0,0,1
2610,0.043270581,0.393129545,0,0,1
2611,0,0.433986818,0,0,1
2612,0,0.453975909,0,0,1
2613,0,0.288349545,0,0,1
2614,0,0.127492273,0,0,1
2615,0,0.121341364,0,0,1
2616,0,0.091575909,0,0,1
2617,0,0.051823636,0,0,1
2618,0,0.081611818,0,0,1
2619,0,0.071716818,0,0,1
2620,0,0.151709545,0,0,1
2621,0,0.198506364,0,0,1
2622,0,0.101386364,0,0,1
2623,0.232491377,0.051245455,0,0,1
2624,0.293059542,0.010408636,0,0,1
2625,0.420360663,0.048510909,0,0,1
2626,0.662607125,0.184762727,0,0,1
2627,0.101876277,0.331806818,0,0,1
2628,0.948294316,0.478455,0,0,1
2629,0.201402386,0.402767273,0,0,1
2630,0.490672064,0.407960455,0,0,1
2631,0.114005312,0.255358636,0,0,1
2632,0.061446592,0.060263182,0,0,1
2633,0.154199829,0.259342273,0,0,1
2634,0.122851201,0.564015,0,0,1
2635,0,0.325229091,0,0,1
2636,0,0.317092727,0,0,1
2637,0,0.397862273,0,0,1
2638,0,0.332482727,0,0,1
2639,0,0.305190909,0,0,1
2640,0,0.324495,0,0,1
2641,0,0.289295455,0,0,1
2642,0,0.242505909,0,0,1
2643,0,0.168420455,0,0,1
2644,0,0.124998182,0,0,1
2645,0,0.10024,0,0,1
2646,0.000644232,0.152007727,0,0,1
2647,0.307707055,0.106505455,0,0,1
2648,0.697835148,0.015277273,0,0,1
2649,0.583325956,0.007105909,0,0,1
2650,0.781673168,0.016339545,0,0,1
2651,0.86427818,0.022007727,0,0,1
2652,0.987251408,0.072845909,0,0,1
2653,0.987251408,0.185795909,0,0,1
2654,0.985082453,0.210647273,0,0,1
2655,0.987251408,0.272012273,0,0,1
2656,0.825625739,0.171077273,0,0,1
2657,0.809139581,0.298509091,0,0,1
2658,0.331976672,0.403101818,0,0,1
2659,0,0.449392727,0,0,1
2660,0,0.479956818,0,0,1
2661,0,0.577266364,0,0,1
2662,0,0.553032273,0,0,1
2663,0,0.578885455,0,0,1
2664,0,0.533327727,0,0,1
2665,0,0.451697727,0,0,1
2666,0,0.472623182,0,0,1
2667,0,0.427835909,0,0,1
2668,0,0.303921364,0,0,1
2669,0,0.231230909,0,0,1
2670,0.005580126,0.168099091,0,0,1
2671,0.516960132,0.113104091,0,0,1
2672,0.848062548,0.004149545,0,0,1
2673,0.858695787,0,0,0,1
2674,0.910958499,0.001298182,0,0,1
2675,0.929880658,0.021141818,0,0,1
2676,0.987251408,0.109834091,0,0,1
2677,0.987251408,0.10986,0,0,1
2678,0.987251408,0.2425,0,0,1
2679,0.987251408,0.300891364,0,0,1
2680,0.929944895,0.324874545,0,0,1
2681,0.66128666,0.324600455,0,0,1
2682,0.21081696,0.299283636,0,0,1
2683,0,0.230918636,0,0,1
2684,0,0.117672727,0,0,1
2685,0,0.115031818,0,0,1
2686,0,0.096750909,0,0,1
2687,0,0.134300909,0,0,1
2688,0,0.112301364,0,0,1
2689,0,0.097943182,0,0,1
2690,0,0.098715909,0,0,1
2691,0,0.097131818,0,0,1
2692,0,0.095934091,0,0,1
2693,0,0.084412727,0,0,1
2694,0.008438138,0.083794545,0,0,1
2695,0.439255606,0.051734091,0,0,1
2696,0.320534579,0.005076818,0,0,1
2697,0.224613863,0.006676818,0,0,1
2698,0.13208433,0.017042273,0,0,1
2699,0.200573821,0.055329091,0,0,1
2700,0.430421488,0.100253636,0,0,1
2701,0.5187381,0.126711364,0,0,1
2702,0.379782416,0.118518636,0,0,1
2703,0.478506639,0.133885909,0,0,1
2704,0.409792239,0.144702727,0,0,1
2705,0.268431705,0.152033636,0,0,1
2706,0.104284459,0.145881818,0,0,1
2707,0,0.089687273,0,0,1
2708,0,0.064298636,0,0,1
2709,0,0.061695,0,0,1
2710,0,0.074465455,0,0,1
2711,0,0.094529091,0,0,1
2712,0,0.159524091,0,0,1
2713,0,0.365723182,0,0,1
2714,0,0.533722727,0,0,1
2715,0,0.596259545,0,0,1
2716,0,0.595417273,0,0,1
2717,0,0.617869091,0,0,1
2718,0.019289091,0.550862727,0,0,1
2719,0.238344547,0.356984545,0,0,1
2720,0.235895444,0.196895909,0,0,1
2721,0.425439463,0.220753182,0,0,1
2722,0.65760854,0.167031818,0,0,1
2723,0.899694544,0.171064091,0,0,1
2724,0.475020348,0.157472273,0,0,1
2725,0.779483398,0.327058636,0,0,1
2726,0.608408792,0.393569545,0,0,1
2727,0.692971156,0.434521818,0,0,1
2728,0.273391065,0.604061818,0,0,1
2729,0.799694389,0.622865909,0,0,1
2730,0.306315135,0.584876818,0,0,1
2731,0,0.534156364,0,0,1
2732,0,0.767620455,0,0,1
2733,0,0.795272273,0,0,1
2734,0,0.810650455,0,0,1
2735,0,0.682817727,0,0,1
2736,0,0.680191818,0,0,1
2737,0,0.606566364,0,0,1
2738,0,0.570891364,0,0,1
2739,0,0.574576818,0,0,1
2740,0,0.53924,0,0,1
2741,0,0.430456364,0,0,1
2742,0.031433248,0.381763182,0,0,1
2743,0.615137416,0.404915455,0,0,1
2744,0.966350657,0.258608636,0,0,1
2745,0.962131084,0.186384545,0,0,1
2746,0.987251408,0.053915,0,0,1
2747,0.987251408,0.007364545,0,0,1
2748,0.987251408,0,0,0,1
2749,0.987251408,0,0,0,1
2750,0.987251408,0.011196818,0,0,1
2751,0.987251408,0.103019091,0,0,1
2752,0.987251408,0.123899091,0,0,1
2753,0.902811918,0.323262727,0,0,1
2754,0.402425493,0.487632727,0,0,1
2755,0,0.438874091,0,0,1
2756,0,0.639383636,0,0,1
2757,0,0.732496364,0,0,1
2758,0,0.732326818,0,0,1
2759,0,0.775619091,0,0,1
2760,0,0.792767273,0,0,1
2761,0,0.770890909,0,0,1
2762,0,0.765720909,0,0,1
2763,0,0.716088636,0,0,1
2764,0,0.537523636,0,0,1
2765,0,0.448278182,0,0,1
2766,0.032047076,0.436312727,0,0,1
2767,0.281196582,0.345331818,0,0,1
2768,0.250762128,0.138117273,0,0,1
2769,0.130895713,0.055783182,0,0,1
2770,0.114395232,1.60E-02,0,0,1
2771,0.186230306,0.007960909,0,0,1
2772,0.242095043,0.038301364,0,0,1
2773,0.414795167,0.063512727,0,0,1
2774,0.25364329,0.131126364,0,0,1
2775,0.45269083,0.237012273,0,0,1
2776,0.313220936,0.282614545,0,0,1
2777,0.315385303,0.346631818,0,0,1
2778,0.146105891,0.391633182,0,0,1
2779,0,0.456642727,0,0,1
2780,0,0.720805455,0,0,1
2781,0,0.744772727,0,0,1
2782,0,0.730443182,0,0,1
2783,0,0.618125455,0,0,1
2784,0,0.579368636,0,0,1
2785,0,0.624680909,0,0,1
2786,0,0.634237727,0,0,1
2787,0,0.674948182,0,0,1
2788,0,0.660791364,0,0,1
2789,0,0.664595909,0,0,1
2790,0.046852178,0.773271818,0,0,1
2791,0.607240558,0.745701818,0,0,1
2792,0.961857649,0.676242273,0,0,1
2793,0.987251408,0.415583182,0,0,1
2794,0.987251408,3.32E-01,0,0,1
2795,0.987251408,0.212198636,0,0,1
2796,0.987251408,0.169392727,0,0,1
2797,0.987251408,0.160999545,0,0,1
2798,0.987251408,0.196493636,0,0,1
2799,0.987251408,0.282415,0,0,1
2800,0.987251408,0.400483636,0,0,1
2801,0.926866233,0.557724545,0,0,1
2802,0.485569747,0.691356818,0,0,1
2803,0,0.849272727,0,0,1
2804,0,0.911465909,0,0,1
2805,0,0.910746364,0,0,1
2806,0,0.903742727,0,0,1
2807,0,0.897939545,0,0,1
2808,0,0.887662273,0,0,1
2809,0,0.86795,0,0,1
2810,0,0.866682727,0,0,1
2811,0,0.874958636,0,0,1
2812,0,0.890479091,0,0,1
2813,0,0.897932273,0,0,1
2814,0.049964983,0.896459091,0,0,1
2815,0.656390225,0.904773636,0,0,1
2816,0.96350722,0.906755909,0,0,1
2817,0.987251408,0.880404545,0,0,1
2818,0.987251408,0.798404091,0,0,1
2819,0.987251408,0.670967273,0,0,1
2820,0.987251408,0.469353636,0,0,1
2821,0.987251408,0.346984545,0,0,1
2822,0.987251408,0.342859545,0,0,1
2823,0.987251408,0.382824545,0,0,1
2824,0.987251408,0.448958636,0,0,1
2825,0.807268859,0.550462273,0,0,1
2826,0.487468178,0.753630455,0,0,1
2827,0,0.886995455,0,0,1
2828,0,0.912913636,0,0,1
2829,0,0.906733182,0,0,1
2830,0,0.87896,0,0,1
2831,0,0.878074091,0,0,1
2832,0,0.883724091,0,0,1
2833,0,0.876909545,0,0,1
2834,0,0.854823636,0,0,1
2835,0,0.837181818,0,0,1
2836,0,0.830094545,0,0,1
2837,0,0.840753182,0,0,1
2838,0.058259367,0.847820455,0,0,1
2839,0.656379041,0.875839545,0,0,1
2840,0.968998855,0.886580455,0,0,1
2841,0.987251408,0.905809091,0,0,1
2842,0.987251408,0.853394545,0,0,1
2843,0.987251408,0.548612727,0,0,1
2844,0.987251408,0.324587273,0,0,1
2845,0.987251408,0.240792727,0,0,1
2846,0.987251408,0.235998182,0,0,1
2847,0.987251408,0.247314545,0,0,1
2848,0.987251408,0.398714091,0,0,1
2849,0.913060334,0.582085909,0,0,1
2850,0.473373094,0.756198636,0,0,1
2851,0,0.900139545,0,0,1
2852,0,0.911262727,0,0,1
2853,0,0.912846364,0,0,1
2854,0,0.912366364,0,0,1
2855,0,0.906362273,0,0,1
2856,0,0.908904545,0,0,1
2857,0,0.907992727,0,0,1
2858,0,0.907822727,0,0,1
2859,0,0.906578636,0,0,1
2860,0,0.907451818,0,0,1
2861,0,0.911341818,0,0,1
2862,0.062847379,0.911404545,0,0,1
2863,0.670679595,0.891359545,0,0,1
2864,0.963442656,0.827825455,0,0,1
2865,0.987251408,0.635216364,0,0,1
2866,0.987251408,0.446918636,0,0,1
2867,0.987251408,0.369920455,0,0,1
2868,0.987251408,0.291792727,0,0,1
2869,0.987251408,0.251732727,0,0,1
2870,0.987251408,0.224617273,0,0,1
2871,0.987251408,0.234862273,0,0,1
2872,0.981529925,0.266177273,0,0,1
2873,0.862082848,0.301189545,0,0,1
2874,0.497967262,0.493632727,0,0,1
2875,0,0.730038182,0,0,1
2876,0,0.868293636,0,0,1
2877,0,0.898387727,0,0,1
2878,0,0.912188636,0,0,1
2879,0,0.912365,0,0,1
2880,0,0.912559545,0,0,1
2881,0,0.908703636,0,0,1
2882,0,0.908858182,0,0,1
2883,0,0.911670909,0,0,1
2884,0,0.912728182,0,0,1
2885,0,0.909047273,0,0,1
2886,0.056453981,0.909994545,0,0,1
2887,0.651682757,0.906013182,0,0,1
2888,0.963599312,0.857500455,0,0,1
2889,0.987251408,0.682895909,0,0,1
2890,0.987251408,0.445443636,0,0,1
2891,0.987251408,0.322631364,0,0,1
2892,0.987251408,0.241757727,0,0,1
2893,0.987251408,0.204692727,0,0,1
2894,0.987251408,0.170711818,0,0,1
2895,0.987251408,0.221359091,0,0,1
2896,0.987251408,0.305395455,0,0,1
2897,0.889287043,0.377120455,0,0,1
2898,0.470392386,0.566808636,0,0,1
2899,0,0.821525455,0,0,1
2900,0,0.895898636,0,0,1
2901,0,0.906189091,0,0,1
2902,0,0.910611818,0,0,1
2903,0,0.908534545,0,0,1
2904,0,0.912643182,0,0,1
2905,0,0.909092727,0,0,1
2906,0,0.908765909,0,0,1
2907,0,0.902324091,0,0,1
2908,0,0.910213636,0,0,1
2909,0,0.912276364,0,0,1
2910,0.064056952,0.912697273,0,0,1
2911,0.657789871,0.911631364,0,0,1
2912,0.956876289,0.900333182,0,0,1
2913,0.987251408,0.826114091,0,0,1
2914,0.987251408,0.627066818,0,0,1
2915,0.987251408,0.461432727,0,0,1
2916,0.987251408,0.259724091,0,0,1
2917,0.987251408,0.174184091,0,0,1
2918,0.987251408,0.17193,0,0,1
2919,0.966928296,0.240729091,0,0,1
2920,0.40863883,0.405064091,0,0,1
2921,0.609792747,0.695390909,0,0,1
2922,0.228488469,0.786027273,0,0,1
