Hour number,Solar,Wind,SolarTracking,Grid,RampDummy
71,0,0.355637727,0,0,1
72,0,0.421935455,0,0,1
73,0,0.431626364,0,0,1
74,0,0.571948182,0,0,1
75,0,0.678634545,0,0,1
76,0,0.541689545,0,0,1
77,0,0.413892727,0,0,1
78,0,0.631864545,0,0,1
79,0,0.739113636,0,0,1
80,0,0.901890455,0,0,1
81,0.000312604,0.910040909,0,0,1
82,0.044246359,0.911976818,0,0,1
83,0.069682757,0.9122,0,0,1
84,0.116369213,0.911709091,0,0,1
85,0.114073624,0.912894545,0,0,1
86,0.090264174,0.912148182,0,0,1
87,0.12025958,0.888609091,0,0,1
88,0.089196926,0.735716364,0,0,1
89,0.131074552,0.693357727,0,0,1
90,0,0.62736,0,0,1
91,0,0.520164545,0,0,1
92,0,0.624686818,0,0,1
93,0,0.284587727,0,0,1
94,0,0.144631364,0,0,1
95,0,0.037848182,0,0,1
96,0,0.000131364,0,0,1
97,0,0.023469091,0,0,1
98,0,0.071384545,0,0,1
99,0,0.089219091,0,0,1
100,0,0.109255909,0,0,1
101,0,0.149128636,0,0,1
102,0,0.127268182,0,0,1
103,0,0.041178636,0,0,1
104,0,0.032408182,0,0,1
105,0.009997521,0.044945909,0,0,1
106,0.403873564,0.022921818,0,0,1
107,0.614570907,0.013835,0,0,1
108,0.556253659,0.030898182,0,0,1
109,0.508848083,0.04881,0,0,1
110,0.477656741,0.090585909,0,0,1
111,0.579690392,0.105817273,0,0,1
112,0.625581206,0.094516818,0,0,1
113,0.466604245,0.045176818,0,0,1
114,0.002645574,0.012456364,0,0,1
115,0,0.002132727,0,0,1
116,0,0.011992727,0,0,1
117,0,0.012142727,0,0,1
118,0,0.042744091,0,0,1
119,0,0.042077727,0,0,1
120,0,0.057721364,0,0,1
121,0,0.118207273,0,0,1
122,0,0.162340455,0,0,1
123,0,0.214160909,0,0,1
124,0,0.120470455,0,0,1
125,0,0.084320455,0,0,1
126,0,0.127422727,0,0,1
127,0,0.126531818,0,0,1
128,0,0.096057273,0,0,1
129,0,0.093829545,0,0,1
130,0.131904532,0.043962273,0,0,1
131,0.152692717,0.135786364,0,0,1
132,0.202742863,0.205538182,0,0,1
133,0.367648143,0.216183182,0,0,1
134,0.348884813,0.189901818,0,0,1
135,0.259993687,0.164641818,0,0,1
136,0.521729937,0.190196364,0,0,1
137,0.419488018,0.162744091,0,0,1
138,0.002946467,0.207399545,0,0,1
139,0,0.285804091,0,0,1
140,0,0.251598636,0,0,1
141,0,0.257880455,0,0,1
142,0,0.366383182,0,0,1
143,0,0.272115455,0,0,1
144,0,0.293036818,0,0,1
145,0,0.341168636,0,0,1
146,0,0.359669545,0,0,1
147,0,0.416435,0,0,1
148,0,0.411628636,0,0,1
149,0,0.407110455,0,0,1
150,0,0.396271818,0,0,1
151,0,0.39417,0,0,1
152,0,0.473545,0,0,1
153,0.002426609,0.422325909,0,0,1
154,0.295821839,0.309915909,0,0,1
155,0.279203583,0.297181818,0,0,1
156,0.323608554,0.257690909,0,0,1
157,0.264140037,0.317426364,0,0,1
158,0.179549658,0.158720909,0,0,1
159,0.160058278,0.156514545,0,0,1
160,0.20363867,0.140626364,0,0,1
161,0.132623435,0.129355,0,0,1
162,0.000157684,0.07152,0,0,1
163,0,0.087613636,0,0,1
164,0,0.12464,0,0,1
165,0,0.238660909,0,0,1
166,0,0.363085909,0,0,1
167,0,0.432689545,0,0,1
168,0,0.406029545,0,0,1
169,0,0.438068636,0,0,1
170,0,0.485125,0,0,1
171,0,0.342490455,0,0,1
172,0,0.376071818,0,0,1
173,0,0.509366818,0,0,1
174,0,0.554203182,0,0,1
175,0,0.595339545,0,0,1
176,0,0.648035455,0,0,1
177,0.002790539,0.588200909,0,0,1
178,0.421338464,0.440593636,0,0,1
179,0.592995389,0.370029091,0,0,1
180,0.604178823,0.342403636,0,0,1
181,0.501482972,0.312438182,0,0,1
182,0.524254446,0.261503636,0,0,1
183,0.631376911,0.236782273,0,0,1
184,0.616176683,0.224586364,0,0,1
185,0.447376041,0.289465909,0,0,1
186,0.025601972,0.453021364,0,0,1
187,0,0.48796,0,0,1
188,0,0.492812273,0,0,1
189,0,0.500968182,0,0,1
190,0,0.461425455,0,0,1
191,0,0.44876,0,0,1
192,0,0.429285,0,0,1
193,0,0.448135455,0,0,1
194,0,0.454045,0,0,1
195,0,0.472213636,0,0,1
196,0,0.499343636,0,0,1
197,0,0.489188636,0,0,1
198,0,0.484999545,0,0,1
199,0,0.427182727,0,0,1
200,0,0.484603182,0,0,1
201,0.007663044,0.417435909,0,0,1
202,0.245660764,0.318838182,0,0,1
203,0.304359545,0.204266364,0,0,1
204,0.494678045,0.158576364,0,0,1
205,0.565322597,0.151438636,0,0,1
206,0.579470265,0.153743636,0,0,1
207,0.638832358,0.109297273,0,0,1
208,0.444814661,0.048853182,0,0,1
209,0.205303383,0.036020909,0,0,1
210,0.000342795,0.224561364,0,0,1
211,0,0.234476364,0,0,1
212,0,0.164124545,0,0,1
213,0,0.14941,0,0,1
214,0,0.352448182,0,0,1
215,0,0.321337727,0,0,1
216,0,0.259410455,0,0,1
217,0,0.264596818,0,0,1
218,0,0.26441,0,0,1
219,0,0.329355455,0,0,1
220,0,0.419593182,0,0,1
221,0,0.462798636,0,0,1
