,Latitude,Longitude,Country,Objective,Wind,Solar,SolarTracking,Grid,RampDummy,Electrolysis,HydrogenCompression,HydrogenFromStorage,HB,BatteryInterfaceIn,BatteryInterfaceOut,HydrogenFuelCell,PenaltyLink,Ammonia,CompressedH2Store,Battery,AccumulatedPenalty,Hydrogen Storage (t)
-65_-170,-65,-170,None,0.2990613066630692,1172.8034608994656,1641.7239478728009,0.0,0.0,0.0,1324.7476616180343,207.0021091982876,410.55907706526074,136.40699898922168,0.41176566068891596,0.4076480040820267,75.03221047025269,1000000.0,13830.657368821545,3570.9965157585543,1.2229440122460804,10000000.0,90.63442933397346
-65_-169,-65,-169,None,0.2998810897832795,1169.6976493946652,1745.6771621293221,0.0,0.0,0.0,1308.2661087860497,197.72379001676734,434.671652680795,135.65506391950072,0.3990678128601345,0.3950771347315331,74.63752641012454,1000000.0,13352.224041639685,3460.8757002482303,1.1852314041945993,10000000.0,87.83948477787386
-65_-168,-65,-168,None,0.3010228168838624,1166.814368509501,1762.6189181267985,0.0,0.0,0.0,1350.9035824855587,243.8216389429317,437.18010379873033,134.4848227313217,0.40293411120499933,0.39890477009294933,73.98039348543293,1000000.0,13271.339249839604,3494.405786014236,1.196714310278848,10000000.0,88.69050218310244
-65_-167,-65,-167,None,0.30125564715174313,1150.752187549715,1849.1061516715547,0.0,0.0,0.0,1358.67052884056,256.59192366632817,426.9336898723931,133.65504016998221,0.39655514204321013,0.392589590622778,73.5309935861558,1000000.0,12802.121397476223,3439.0848138555352,1.177768771868334,10000000.0,87.28641659531816
-65_-166,-65,-166,None,0.30128804273056825,1124.5686128538464,1942.6093063894218,0.0,0.0,0.0,1362.954685438223,261.36465515852694,453.2577038596697,133.5175911162678,0.39668980635228734,0.39272290828876444,73.45439072997797,1000000.0,12631.789159299882,3440.2526766095766,1.1781687248662933,10000000.0,87.31605778196895
-65_-165,-65,-165,None,0.3016134354779405,1105.845514606808,1990.759128996581,0.0,0.0,0.0,1368.6243366604638,262.05335192538485,453.1382994864495,134.12919564300486,0.40316645247042454,0.3991347879457202,73.7824067252002,1000000.0,13114.828669886978,3496.4207424045094,1.197404363837161,10000000.0,88.74164320823628
-65_-164,-65,-164,None,0.30153498516750127,1150.887201432449,1823.0426861270341,0.0,0.0,0.0,1342.783847631855,239.275375831204,494.94308194707855,134.11088677274162,0.4242177100320923,0.41997553293177137,73.73402845276466,1000000.0,13744.984483883498,3678.985668482317,1.259926598795314,10000000.0,93.37527077366288
-65_-163,-65,-163,None,0.3007908598432869,1133.2452358336993,1831.194733167584,0.0,0.0,0.0,1354.49764850284,249.03352360840267,496.47843066886156,134.1991891611811,0.4296890635148114,0.42539217287966324,73.77315373312136,1000000.0,13572.404380835695,3726.43543442585,1.27617651863899,10000000.0,94.57957955395558
-65_-162,-65,-162,None,0.2996573577117825,1061.3893819527848,1975.8132621217142,0.0,0.0,0.0,1409.6401954390308,294.08523391524886,460.4078654258886,134.73960743467995,0.4216123448214648,0.4173962213732501,74.08803653475051,1000000.0,13368.42936874746,3656.390899229671,1.2521886641197502,10000000.0,92.80179947283429
-65_-161,-65,-161,None,0.30036739031685056,1049.5706436351925,2011.8760753872737,0.0,0.0,0.0,1417.8998986170302,294.55794030537766,421.0174391962176,135.70542718935687,0.4223908184655217,0.4181669102808664,74.62317515116177,1000000.0,14621.371110535209,3663.1421340603897,1.2545007308425993,10000000.0,92.97315061066979
-64_-170,-64,-170,None,0.29067463985629965,1234.6338883713238,1326.9561287065314,0.0,0.0,0.0,1199.1689377544965,128.6015992372603,473.83876847873074,131.76428296969,0.4322383954634136,0.4279160115087794,72.41583903957074,1000000.0,18469.75092695613,3748.544260816908,0.4279160115087794,10000000.0,95.14071727961695
-64_-169,-64,-169,None,0.28990834038499963,1243.9083440470174,1306.0483066483175,0.0,0.0,0.0,1187.4339112586545,120.70982819610379,526.3879880204033,131.41016086316748,0.42105593747799364,0.41684537810321365,72.23940563746423,1000000.0,18864.357807441575,3651.565512184152,0.4168453781032137,10000000.0,92.67932772040994
-64_-168,-64,-168,None,0.28913421111698845,1245.348684123853,1279.7142262554014,0.0,0.0,0.0,1187.2723437514628,121.81701830841962,598.9460565261812,131.23384654566163,0.4182390741410235,0.4140566833996132,72.14656844532065,1000000.0,18749.5244919608,3627.136546580612,0.41405668339961327,10000000.0,92.0593032127059
-64_-167,-64,-167,None,0.2881761183889466,1242.8964600989584,1242.9072433853848,0.0,0.0,0.0,1194.9540195112263,124.96216642448803,620.1086423816961,131.7505873160647,0.4103555109810054,0.40625195587119534,72.44794687940325,1000000.0,18979.25606101765,3558.7671334316715,0.4062519558711303,10000000.0,90.32403891958558
-64_-166,-64,-166,None,0.28808659858097146,1232.9323078266991,1279.7595616298095,0.0,0.0,0.0,1207.5173292389075,138.7408957426518,927.3036112648751,131.3781615025114,0.40288162522520443,0.39885280897295233,72.25461416576563,1000000.0,18951.258432993545,3493.9506066030626,0.3988528089729524,10000000.0,88.67894940616911
-64_-165,-64,-165,None,0.2886011007676043,1217.2172454282381,1363.9941713963058,0.0,0.0,0.0,1216.7386344082854,149.74146050083596,836.0170875527047,130.97971311308066,0.39664690143133086,0.3926804324170175,72.04457585433849,1000000.0,18841.41355515735,3439.8805879730735,0.39268043241701756,10000000.0,87.30661390794603
-64_-164,-64,-164,None,0.28894098487292663,1200.5756524821807,1443.7009856772238,0.0,0.0,0.0,1233.067060852191,163.74722204850957,737.2323674515778,131.04591915478912,0.3794061656673183,0.37561210401064504,72.1126470179867,1000000.0,18735.807504589455,3290.3620311332506,0.3756121040106451,10000000.0,83.51172667850891
-64_-163,-64,-163,None,0.28849232828390325,1175.2991540616968,1533.2177996410398,0.0,0.0,0.0,1253.6710756072637,179.8340365531318,417.3462749982338,131.35314239677547,0.3503745425521171,0.3468707971265959,72.3360127384068,1000000.0,18448.76356399876,3038.5881828289803,0.3468707971265959,10000000.0,77.12152748296904
-64_-162,-64,-162,None,0.28795124550160184,1173.5607380042761,1526.556148021022,0.0,0.0,0.0,1250.5769693049747,170.68732481115273,354.2512961777623,132.25609770916594,0.33627929439280174,0.3329165014488737,72.86322269174084,1000000.0,18668.686463701433,2916.3485526921336,0.3329165014488737,10000000.0,74.01899879929273
-64_-161,-64,-161,None,0.28841899512706537,1141.8335918186274,1658.6834930876034,0.0,0.0,0.0,1257.3430538557748,167.07978869188457,357.9262669747044,133.6105435714744,0.3137977139731287,0.3106597368333974,73.65647447203548,1000000.0,19690.96994147892,2721.3792946605618,0.3106597368333974,10000000.0,69.07054047361832
-63_-170,-63,-170,None,0.2762585460301802,1204.7217602971402,1106.7210284408281,0.0,0.0,0.0,1216.6586072747796,127.16711537382525,359.4920783592228,134.1527814102761,0.25268782123442884,0.2501609430220845,74.06862063071938,1000000.0,14728.112660847124,2191.4098608734603,0.2501609430220845,10000000.0,55.619539616077674
-63_-169,-63,-169,None,0.27668503102278125,1214.1490971657554,1083.769365104779,0.0,0.0,0.0,1218.6875151894073,128.12213464802517,359.8114401923078,134.27173594758068,0.2525830492310323,0.25005721873872194,74.1348947902352,1000000.0,14919.744241431787,2190.5012361512045,0.25005721873872194,10000000.0,55.59647807490367
-63_-168,-63,-168,None,0.27718116096295053,1223.632598976258,1039.0990015539687,0.0,0.0,0.0,1226.1245749093184,131.2405866569443,361.1170004199219,134.76166366373687,0.25753328409836773,0.254957951257384,74.39808480895533,1000000.0,15276.739154215575,2233.431653014684,0.254957951257384,10000000.0,56.68608256382446
-63_-167,-63,-167,None,0.2776767634121778,1235.9613722039005,1010.0499297361235,0.0,0.0,0.0,1222.0286845951387,128.03150737577926,360.9463741517798,134.70216510299193,0.26358485842670126,0.26094900984243424,74.35404767865417,1000000.0,15332.08277673177,2285.9133262197242,0.26094900984243424,10000000.0,58.01810472638894
-63_-166,-63,-166,None,0.27819666962073153,1246.4544791853968,997.6411911044693,0.0,0.0,0.0,1218.1758053674241,127.56644608632794,359.82055167484936,134.2861258613086,0.26883621538215663,0.26614785322833506,74.11339029232923,1000000.0,15238.828619708545,2331.455194280215,0.26614785322833506,10000000.0,59.17398970254353
-63_-165,-63,-165,None,0.278868031235432,1245.3664267259635,1015.5958232309218,0.0,0.0,0.0,1221.56037847396,134.51681412880455,358.304909948592,133.7291723955737,0.2805487219579186,0.2777432347383394,73.78272275976943,1000000.0,15063.421136237997,2433.030736307853,0.2777432347383394,10000000.0,61.752049144869375
-63_-164,-63,-164,None,0.2800384564688721,1247.3459678223442,1036.484640604871,0.0,0.0,0.0,1222.103557576949,140.5476610370811,356.16913725300157,132.9466972379107,0.30053953021768326,0.2975341349155064,73.31174420962274,1000000.0,14992.014978379728,2606.399021859836,0.2975341349155064,10000000.0,66.1522594380669
-63_-163,-63,-163,None,0.28171299436677194,1285.080515790618,886.4663959189264,0.0,0.0,0.0,1229.5075826365814,146.55109318001865,356.31102012668435,133.02570199112068,0.3391620661087336,0.3357704454476463,73.28553657037604,1000000.0,15916.244973906572,2941.3491021213817,0.3357704454476463,10000000.0,74.65353051069498
-63_-162,-63,-162,None,0.2829060405135594,1287.4297698975445,893.0147533319823,0.0,0.0,0.0,1233.1611799017148,149.71989893060857,356.30996780892235,133.035592094676,0.35436296017200924,0.35081933057028913,73.26344206828973,1000000.0,16400.9324571316,3073.177335795733,0.35081933057028913,10000000.0,77.99942476638917
-63_-161,-63,-161,None,0.28329280640803134,1292.224677588864,867.1415748503549,0.0,0.0,0.0,1237.8518742565386,150.36430967212897,357.633174735438,133.53107029369633,0.3577958102333133,0.35421785213098017,73.53246957856966,1000000.0,17082.686235470188,3102.9483846673866,0.35421785213098017,10000000.0,78.7550351438423
-62_-170,-62,-170,None,0.25579471521552727,1304.2824600761116,183.015694847014,0.0,0.0,0.0,1113.5734932923558,50.49574157991117,281.0091096454498,132.0779797167935,0.26648730000034654,0.26382242700034303,0.0,1000000.0,11989.587198053312,2311.084460523005,0.0,10000000.0,58.65696600312196
-62_-169,-62,-169,None,0.2554851761154124,1295.6902978304618,232.46878217021316,0.0,0.0,0.0,1114.177876994359,57.06307799096464,275.35614879932245,131.2275080725024,0.2592249310279027,0.25663268171762366,0.0,1000000.0,11445.08272800042,2248.102291846383,0.0,10000000.0,57.0584338032077
-62_-168,-62,-168,None,0.25544809836439913,1280.5436370231955,328.4342219038473,0.0,0.0,0.0,1120.933358302211,73.8037939683303,271.72693204963554,129.7114446334141,0.2485542025752947,0.24606866054954174,0.0,1000000.0,10601.735986637563,2155.5614664139857,0.0,10000000.0,54.709681888679846
-62_-167,-62,-167,None,0.2556685743664618,1296.0539409820185,231.96817614216658,0.0,0.0,0.0,1115.32960737321,57.960584135850695,279.2367000889032,131.2449238996537,0.26178145401735864,0.259163639477185,0.0,1000000.0,11479.922259743673,2270.2734818201407,0.0,10000000.0,57.62115436091728
-62_-166,-62,-166,None,0.2559546927103389,1287.191807942116,288.55690701081966,0.0,0.0,0.0,1125.1862069674473,72.99241216772816,277.3485405553162,130.35746406999257,0.2575215292315428,0.25494631393922734,0.0,1000000.0,11048.161012357536,2233.3297101076314,0.25494631393922734,10000000.0,56.68349518039674
-62_-165,-62,-165,None,0.2564085172042742,1279.2416558004593,351.4415516546547,0.0,0.0,0.0,1131.1877621527344,83.93498138617247,290.6007415749009,129.56472050789887,0.25336890894852976,0.25083521985904444,0.0,1000000.0,10702.8886342984,2197.3165259652296,0.25083521985904444,10000000.0,55.76945497373679
-62_-164,-62,-164,None,0.2569045290692088,1270.255644854736,419.7852533392133,0.0,0.0,0.0,1128.1244621596895,84.02880408626818,300.61893855261474,129.1685748084691,0.25124886353719234,0.2487363749018204,0.0,1000000.0,10500.9810443804,2178.9306441399467,0.2487363749018204,10000000.0,55.3028082269022
-62_-163,-62,-163,None,0.25682124138064355,1284.0805254697398,357.46868567289005,0.0,0.0,0.0,1122.194004579945,75.3564425559747,293.56386903697177,129.65009741306832,0.2549080990482314,0.2523590180577491,0.0,1000000.0,10835.838558756064,2210.664998185882,0.2523590180577491,10000000.0,56.10824868492086
-62_-162,-62,-162,None,0.2569501646476356,1286.8907366438968,345.3563877288183,0.0,0.0,0.0,1127.2016916479404,78.67324799141682,304.44049640878455,129.80838189472732,0.25294858866235037,0.2504191027757269,0.0,1000000.0,11048.129956182978,2193.6713403153676,0.2504191027757269,10000000.0,55.67693757145603
-62_-161,-62,-161,None,0.2571394305846996,1281.173802571722,373.58221132481646,0.0,0.0,0.0,1129.5275917233591,79.74735699970732,295.0573420734623,129.94766870068878,0.24714073478327772,0.24466932743544492,3.725992643391553,1000000.0,11178.233928206391,2143.3033083344976,0.24466932743544492,10000000.0,54.39856112524106
-61_-170,-61,-170,None,0.26450308321279653,1252.2965721217615,436.86652760370845,0.0,0.0,0.0,1143.250832064242,104.65662671745338,561.8231892289505,128.15078552276842,0.411819337483009,0.40770114410817887,70.44545622044583,1000000.0,13478.907835111337,3571.462022387647,2.0385057205408943,10000000.0,90.64624422303672
-61_-169,-61,-169,None,0.26431510848431866,1260.4102544557738,388.5339442048834,0.0,0.0,0.0,1140.3574161809745,101.26128178900217,533.534049192316,128.26786196066269,0.41930598147742293,0.4151129216626487,70.496908986375,1000000.0,13565.728757313222,3636.3891937648027,2.0755646083132437,10000000.0,92.29414197372596
-61_-168,-61,-168,None,0.2642005349733822,1257.1953922415207,394.86215479615936,0.0,0.0,0.0,1139.4733339928582,102.45919675725179,550.2085347495826,127.98843984201045,0.4241309653989203,0.4198896557449311,70.3329217219671,1000000.0,13656.780667226752,3678.2333843255965,2.0994482787246556,10000000.0,93.35617726714712
-61_-167,-61,-167,None,0.2636885330144376,1179.6367843459316,680.8535714921474,0.0,0.0,0.0,1176.969377394532,146.9032890865342,495.9928116711438,126.40869964912415,0.40122317572284466,0.3972109439656161,69.49688932929925,1000000.0,12863.048009032345,3479.5678691387975,1.9710341836697993,10000000.0,88.31390530809131
-61_-166,-61,-166,None,0.2636637706559489,1183.6158490924363,638.8171576242306,0.0,0.0,0.0,1180.061716222377,150.6824143975648,566.7866330994757,126.26237427880716,0.4162202721615323,0.4120580694399169,69.38838076518958,1000000.0,13142.625800512698,3609.6286882936724,1.9759461277516663,10000000.0,91.61494132725058
-61_-165,-61,-165,None,0.26418489274706297,1197.226175881855,611.1340127307167,0.0,0.0,0.0,1170.2879915407718,140.81847558839183,608.7046252093586,126.43150079234267,0.42086315927937085,0.41665452768657707,69.47391070435175,1000000.0,13277.508282146784,3649.8936625344154,1.8815548626423584,10000000.0,92.63689498818313
-61_-164,-61,-164,None,0.26492148509716545,1263.1790245462394,361.4773297317261,0.0,0.0,0.0,1143.7737844304986,108.41883853721174,657.240579949572,127.68566850203338,0.4479008529430886,0.44342184441365773,70.12157899384925,1000000.0,14008.791610788709,3884.375357063642,1.9862805370644794,10000000.0,98.58820703207213
-61_-163,-61,-163,None,0.2648365393976649,1254.4012316080352,405.38053348634645,0.0,0.0,0.0,1149.0284259926623,112.5211627241082,681.0913853137326,127.76406135888968,0.4338511661805512,0.42951265451874565,70.19062882901613,1000000.0,14069.220309470576,3762.530853584212,1.7180506180749826,10000000.0,95.49570694376173
-61_-162,-61,-162,None,0.2640829984989674,1215.1316526606745,588.9014177217924,0.0,0.0,0.0,1161.6941426603828,127.30185258766824,642.905692042181,127.2631561480994,0.3893789441528094,0.38548515471128125,69.99307077111574,1000000.0,13873.111382108651,3376.849955270824,1.541940618845125,10000000.0,85.7068516566199
-61_-161,-61,-161,None,0.2641503981483183,1246.1067474196313,453.826018472142,0.0,0.0,0.0,1151.2421381672814,115.10043512703328,696.0208447115788,127.67709055581994,0.4068268252886562,0.4027585570357696,70.19136087442055,1000000.0,14393.023220166466,3528.164959633342,1.6110342281430785,10000000.0,89.54733400084625
-60_-170,-60,-170,None,0.25526853029602553,1279.0986791866185,294.0980701647286,0.0,0.0,0.0,1121.1886036388405,88.08894338743751,691.9680450172752,127.72908815210944,0.2507190775477947,0.24821188677231673,70.50357524781715,1000000.0,16409.522725233983,2174.3361281254947,0.7446356603169503,10000000.0,55.186196145317126
-60_-169,-60,-169,None,0.25533642746802937,1282.1872650381408,279.2422674182446,0.0,0.0,0.0,1120.8759543117567,86.78117847405622,706.3800298179183,127.8744066113956,0.2527411592023455,0.25021374761032206,70.58063548924817,1000000.0,16438.67166110961,2191.8724290664213,0.7506412428309662,10000000.0,55.63127992554369
-60_-168,-60,-168,None,0.25565537590485654,1278.669652034883,293.35018640328923,0.0,0.0,0.0,1123.2781207596456,88.96681919871855,708.5988500267885,127.86649644879122,0.2574621470960505,0.25488752562508993,70.56767272440845,1000000.0,16318.881613339954,2232.814724475788,0.7646625768752697,10000000.0,56.670424479080914
-60_-167,-60,-167,None,0.25606342303029545,1283.9705591077573,263.0191227071682,0.0,0.0,0.0,1126.48111850105,90.82624687123098,736.6868914847837,128.00468852720374,0.2688385918983104,0.2661502059793272,70.62379628248456,1000000.0,16579.002741978722,2331.4758043789066,0.7984506179379817,10000000.0,59.17451280149509
-60_-166,-60,-166,None,0.25638722742129705,1285.5798759698519,258.89441998679706,0.0,0.0,0.0,1127.7376806625375,91.61199510734718,752.8251052170336,128.0509667645948,0.2735359889800777,0.2708006290902769,70.64098015750311,1000000.0,16643.52613055625,2372.2135108308257,0.9298639330774893,10000000.0,60.208464741899135
-60_-165,-60,-165,None,0.25633323529011715,1281.1224321474997,267.2748856907272,0.0,0.0,0.0,1133.1405529619724,95.67144995041154,760.6349724062206,128.15393339563352,0.27124988277955075,0.26853738395175525,70.70233140628439,1000000.0,16642.50323896553,2352.387483417376,0.992198331392346,10000000.0,59.70526607658316
-60_-164,-60,-164,None,0.2560396544468352,1270.2306335282076,331.5565525574175,0.0,0.0,0.0,1127.5994638696823,91.02902851326883,784.5392272463266,128.11589008409678,0.255013690046288,0.2524635531458251,70.71066468968084,1000000.0,16375.745527771796,2211.5807255574277,0.9735277887398851,10000000.0,56.13149049638142
-60_-163,-60,-163,None,0.25593782100506624,1282.8807536717288,285.74427505656524,0.0,0.0,0.0,1123.7716741801235,87.34587377669948,779.128010603343,128.1567509474753,0.25500394192503034,0.25245390250578,70.73338222606682,1000000.0,16680.602273403576,2211.496185950633,1.0035364617277027,10000000.0,56.12934482108206
-60_-162,-60,-162,None,0.2559515726625214,1289.8824420765525,268.41181205882776,0.0,0.0,0.0,1118.7158993088533,83.04410474278507,757.8482523314901,128.13133918642637,0.25485429739604526,0.2523057544220848,70.71953657354888,1000000.0,16781.7565937794,2210.198408737463,1.0092230176883392,10000000.0,56.096406313133585
-60_-161,-60,-161,None,0.2559891529450275,1287.576953356638,278.30075414716606,0.0,0.0,0.0,1120.9717347624612,85.7895033071004,752.7900574176547,128.0262094012444,0.2543955032181434,0.25185154818596195,70.66196546080586,1000000.0,16873.22716444475,2206.219562109027,1.0074061927438578,10000000.0,55.99542035809713
-59_-170,-59,-170,None,0.2516066946723555,1213.1956758835051,382.05002334477336,0.0,0.0,0.0,1130.2464555791405,295.1355688745315,512.6927346189392,126.92723171453024,0.25581931173057215,0.2532611186132664,67.32739381929463,1000000.0,19791.673771930746,2218.5673990522137,0.2532611186132664,10000000.0,56.30881723482776
-59_-169,-59,-169,None,0.2517751694395547,1205.6747917662333,402.0754763167243,0.0,0.0,0.0,1142.999544769364,150.37987974618707,484.87181722632334,127.03636130666663,0.2571889059381971,0.2546170168788151,65.37072230419955,1000000.0,19587.87609514727,2230.4450678584203,0.2546170168788151,10000000.0,56.610280910112195
-59_-168,-59,-168,None,0.2519455187469213,1201.6818921153265,436.1544109039331,0.0,0.0,0.0,1149.9599121305223,124.14621751451455,471.26293223348165,126.24131966804278,0.25745392802649647,0.2548793887462315,61.483087348894905,1000000.0,18976.470195960585,2232.743445416988,0.2548793887462315,10000000.0,56.6686153659134
-59_-167,-59,-167,None,0.2521589509319505,1200.9134121403,453.9261732750958,0.0,0.0,0.0,1151.557007742461,127.00169909017055,477.9239273682417,126.03832444000021,0.25638001521989195,0.25381621506769303,58.95482398983219,1000000.0,18670.408762544776,2223.430043992991,0.25381621506769303,10000000.0,56.432234619111455
-59_-166,-59,-166,None,0.25254935117753535,1226.1010238569775,343.46493748620156,0.0,0.0,0.0,1124.2692025496137,197.73153580743747,554.8845115463888,127.37096599186627,0.2768456439302047,0.27407718749090265,61.66024172661482,1000000.0,19322.998131197124,2400.9161624203075,0.27407718749090265,10000000.0,60.936958437063645
-59_-165,-59,-165,None,0.25287388574238223,1255.42256072252,232.7028309691814,0.0,0.0,0.0,1105.4898810719446,270.0355065936528,603.1758498471469,127.45004372280994,0.29727255298129346,0.2942998274514805,63.46286577793048,1000000.0,19885.484095521253,2578.066488474969,0.2942998274514805,10000000.0,65.43315960596368
-59_-164,-59,-164,None,0.2527807492691736,1236.1792515014886,309.7723132295662,0.0,0.0,0.0,1118.5361341097787,228.8460452732687,642.3597368248038,127.5648391847438,0.2826917271109479,0.2798648098398384,59.48076080343848,1000000.0,19846.44703405518,2451.6157341969847,0.2798648098398384,10000000.0,62.22374959890824
-59_-163,-59,-163,None,0.25255171819893507,1229.7957156077084,347.4206124584174,0.0,0.0,0.0,1120.993933929243,251.66918152962887,622.00682558734,127.25946899679373,0.2733073428185825,0.27057426939039664,54.550477767803216,1000000.0,20038.174610690385,2370.2305998598745,0.27057426939039664,10000000.0,60.15813705228108
-59_-162,-59,-162,None,0.25217108589907467,1210.2305015934949,435.0604255314791,0.0,0.0,0.0,1130.8694222325053,317.2574107118513,558.9145638203929,127.10920051482181,0.25321300423998644,0.25068087419758656,44.9404937656484,1000000.0,20245.949279477223,2195.9644579708583,0.25068087419758656,10000000.0,55.735138527179146
-59_-161,-59,-161,None,0.251682859495958,1189.1536359160277,512.3227608042301,0.0,0.0,0.0,1142.2424807805744,324.5123016169356,520.3186419297814,127.53072481604663,0.23281594751881632,0.23048778804362813,35.236075981013755,1000000.0,20533.274551995033,2019.0730232621827,0.23048778804362816,10000000.0,51.24550820462393
