,Latitude,Longitude,Country,Objective,Wind,Solar,SolarTracking,Grid,RampDummy,Electrolysis,HydrogenCompression,HydrogenFromStorage,HB,BatteryInterfaceIn,BatteryInterfaceOut,HydrogenFuelCell,PenaltyLink,Ammonia,CompressedH2Store,Battery,AccumulatedPenalty,Hydrogen Storage (t)
-65_-100,-65,-100,None,0.2976075918112339,1214.8500790925016,1477.7528708212412,0.0,0.0,0.0,1284.534577540464,154.30913700995143,830.7333711722974,138.81023032890226,0.3845164346597275,0.3806712703131302,76.41675756913617,1000000.0,17629.972803450917,3334.6803279430205,1.5226850812525208,10000000.0,84.63655654677717
-65_-99,-65,-99,None,0.2978543943030503,1228.5497232160606,1435.9264625050564,0.0,0.0,0.0,1278.39955395512,149.21901840180192,831.9141161545986,138.76107153197813,0.39094376079700116,0.3870343231890311,76.3777826207905,1000000.0,17705.78746529456,3390.4206711359125,1.5481372927561246,10000000.0,86.0512860694394
-65_-98,-65,-98,None,0.2976477359569193,1201.6400667198018,1576.848561383422,0.0,0.0,0.0,1273.0402013452297,153.61148450128144,810.4762475767947,137.47179069451573,0.3821807876339586,0.37835897975761895,75.67743989530327,1000000.0,16866.721393177126,3314.424662676742,1.513435919030476,10000000.0,84.12245336743001
-65_-97,-65,-97,None,0.2977692658594413,1164.5189777775665,1760.7063886440296,0.0,0.0,0.0,1288.071951048723,180.31762289493872,746.883951154653,135.5851072450351,0.3692834868042633,0.36559065193622065,74.65271971734384,1000000.0,15637.500369134044,3202.5741109612927,1.4623626077449194,10000000.0,81.28360687719017
-65_-96,-65,-96,None,0.29808147248265116,1174.9207929457225,1728.2888174085567,0.0,0.0,0.0,1284.2500444592301,174.29935432414118,717.8705322089279,135.95596377318955,0.37138781712879065,0.36767393895750267,74.85492610039783,1000000.0,15547.671937442074,3220.8237052677237,1.6460593834461614,10000000.0,81.74679454994222
-65_-95,-65,-95,None,0.2983610255638474,1208.012985609167,1639.422136351683,0.0,0.0,0.0,1259.7027647201114,146.90529828814192,745.1725868563549,136.75019317723064,0.3681011018577249,0.36442009083914756,75.30211752470493,1000000.0,16497.401133043863,3192.319995750933,1.7855649279240358,10000000.0,81.02335014596277
-65_-94,-65,-94,None,0.2983998368283457,1224.4275653119316,1564.7788112309265,0.0,0.0,0.0,1257.226053978031,141.13165643395018,758.1325688597864,137.25470753496853,0.3728756460700258,0.3691468896093255,75.57372987589966,1000000.0,17689.528033388717,3233.726752977692,1.7412431811274378,10000000.0,82.07428307049979
-65_-93,-65,-93,None,0.29812659938311836,1202.8185437350342,1604.7357564714418,0.0,0.0,0.0,1268.6887780857978,150.9157022022251,735.0878449078467,137.30797329516676,0.37943009906233266,0.37563579807170927,75.59142513723644,1000000.0,18009.246006591275,3290.5695911081734,1.6996544416899955,10000000.0,83.51699469817699
-65_-92,-65,-92,None,0.2975097967892017,1222.211098565754,1532.296189820653,0.0,0.0,0.0,1253.879244930295,138.6700842363179,752.0072757569332,137.18344361887372,0.37992941310334877,0.37613011897231524,75.5213376912593,1000000.0,18012.492879285233,3294.8998421974816,1.504520475889251,10000000.0,83.62689954815943
-65_-91,-65,-91,None,0.29800635190781766,1220.7898038828205,1504.9466971724682,0.0,0.0,0.0,1272.8338911055403,149.66275643038864,768.765276786596,138.00278790467502,0.3844996110883903,0.3806546149775064,75.96822153870797,1000000.0,18670.295690929805,3334.534427202956,1.5226184599100256,10000000.0,84.63285348230853
-65_-90,-65,-90,None,0.29952915468902835,1236.1669547774186,1492.487827130067,0.0,0.0,0.0,1275.9527535686789,150.68840377273,785.1181090459305,138.24802928654518,0.38801119763545555,0.3841310856591009,76.09808958486802,1000000.0,19027.394802061346,3364.9883103737243,1.5365243426364037,10000000.0,85.40579467953616
-65_-89,-65,-89,None,0.298839751024824,1208.41000785764,1586.4800193347664,0.0,0.0,0.0,1282.6026671963666,162.27155506484246,775.9550898855198,137.44600673873168,0.38167849657862635,0.37786171161284005,75.66402750924598,1000000.0,18424.975900205292,3310.068593728479,1.5114468464513597,10000000.0,84.01189324183957
-65_-88,-65,-88,None,0.29836402887195584,1175.1335045317235,1668.3592070950544,0.0,0.0,0.0,1300.0501008187512,175.48954793848233,770.4278466277151,137.76316856975959,0.375831725465642,0.37207340821098556,75.85083518529238,1000000.0,18338.608030489602,3259.3630559282337,1.4882936328439544,10000000.0,82.724950658077
-65_-87,-65,-87,None,0.2986134087868763,1192.8671272117965,1600.7340432136123,0.0,0.0,0.0,1297.344781741339,166.33519057630997,781.9444254958189,138.71580083388153,0.3730049852638085,0.3692749354111704,76.38519090311408,1000000.0,18796.566243393598,3234.848434201853,1.4770997416446916,10000000.0,82.10275213710287
-65_-86,-65,-86,None,0.29857343426329774,1197.6355468788006,1588.0492691719771,0.0,0.0,0.0,1293.7684029060947,159.7318787578613,760.8009350273898,139.19984204596406,0.3657755990861083,0.3621178430952472,76.66721612658954,1000000.0,19303.958083301084,3172.1523055143657,1.4484713723809857,10000000.0,80.51147983538999
-65_-85,-65,-85,None,0.2987523845340801,1215.487420624203,1532.707409320113,0.0,0.0,0.0,1287.1484188616412,152.43693265295897,764.4395389657535,139.40095196738946,0.36683386842302096,0.3631655297387907,76.77702002727294,1000000.0,19514.271851199414,3181.3300405118066,1.452662118955166,10000000.0,80.74441727187326
-65_-84,-65,-84,None,0.2990978022259653,1211.1787184982243,1590.3746636285978,0.0,0.0,0.0,1275.558282809827,148.50772297518427,763.2409180766629,138.50620455061812,0.37101688172808006,0.36730671291079925,76.27236009079186,1000000.0,18939.689882905855,3217.6068050986014,1.4692268516431901,10000000.0,81.66514733752796
-65_-83,-65,-83,None,0.29931503070030824,1228.7891198045377,1531.1400882759838,0.0,0.0,0.0,1270.6647682993716,144.67385054582167,778.6138580053274,138.43510026894918,0.3780103547017053,0.3742302511546882,76.22016602011466,1000000.0,18784.695126249353,3278.257000115069,1.4969210046187529,10000000.0,83.20449238870734
-65_-82,-65,-82,None,0.2996976247660043,1213.6689825124538,1566.4227176218312,0.0,0.0,0.0,1287.1565735759555,157.35510790389537,784.8825297120082,138.7084891889906,0.3816411898310417,0.3778247779327313,76.36545471951375,1000000.0,18870.25633362604,3309.745054690726,1.5112991117309253,10000000.0,84.00368159113519
-65_-81,-65,-81,None,0.3004399036077636,1183.3177424688188,1655.9203725596597,0.0,0.0,0.0,1312.1989543575714,177.73295305288897,801.6037332259407,138.96546146998816,0.387547170388294,0.38367169868441103,76.49749404592966,1000000.0,19090.695495457316,3360.964080475441,1.5346867947376444,10000000.0,85.30365686485891
-64_-100,-64,-100,None,0.2880754821088914,1144.7008177165978,1606.9138366659292,0.0,0.0,0.0,1281.5293334728326,350.33365609730157,731.9818287200353,136.33040275461545,0.28542541472661687,0.28257116057935067,49.903854496439685,1000000.0,21864.026654633682,2475.323366675112,0.28257116057935067,10000000.0,62.8254661592668
-64_-99,-64,-99,None,0.28823285150076683,1179.1894510610853,1527.9663811597654,0.0,0.0,0.0,1251.7923797062542,281.86985848845853,783.7077797904977,136.74082963713548,0.2829498508740558,0.2801203523653152,46.05537117498303,1000000.0,22728.438152069073,2453.8542867201613,0.2801203523653152,10000000.0,62.28056565279598
-64_-98,-64,-98,None,0.28722772329201074,1181.444093231419,1491.6558077461987,0.0,0.0,0.0,1255.840029190771,326.53300624921474,792.6589286421924,137.2179749434082,0.27188106317089666,0.2691622525391877,35.870462973932696,1000000.0,23416.181196449397,2357.8613322432843,0.2691622525391877,10000000.0,59.84419624982955
